Nombre,Url,País,Biografía
Gloria Gervitz,https://es.wikipedia.org/wiki/Gloria_Gervitz#Obras,México,"Gloria Gervitz (Ciudad de México, 29 de marzo de 1943) es una poeta y traductora descendiente de judíos de Ucrania. "
Margo Glantz,https://es.wikipedia.org/wiki/Margo_Glantz,México,"Margarita «Margo» Glantz Shapiro (Ciudad de México, 28 de enero de 1930) es una escritora, ensayista, crítica literaria y académica mexicana. Sus obras reflejan su compromiso con temas como el erotismo, sexualidad y cuerpo además de migración y memoria."
Anamari Gomís,https://es.wikipedia.org/wiki/Anamari_Gom%C3%ADs,México,"Ana María Gomís Iniesta, más conocida como Anamari Gomís, (n. 23 de septiembre de 1950) es una escritora y académica mexicana."
Reyna Grande,https://es.wikipedia.org/wiki/Reyna_Grande#Trabajo,México,"Reyna Grande (Iguala, Guerrero, México; 7 de septiembre de 1975) es un autora mexicana galardonada con varios premios literarios. "
Dina Grijalva,https://es.wikipedia.org/wiki/Dina_Grijalva,México,"María Dina Grijalva Monteverde (Ciudad Obregón, Sonora) es una escritora, investigadora y profesora mexicana. Ha publicado diversos libros de ensayo y minificción, entre ellos: Eldorado: evocación y mito en la narrativa de Inés Arredondo, Las dos caras de la luna, Eros y Afrodita en la minificción, Abecé sexy. Ha sido traducida al mixe, al zapoteco, al mixteco y al francés. "
Sofía Guadarrama Collado,https://es.wikipedia.org/wiki/Sof%C3%ADa_Guadarrama_Collado,México,"Sofía Guadarrama Collado (14 de julio de 1976, Guadalajara, Jalisco) es una escritora mexicana."
Clara del Carmen Guillén Torres,https://es.wikipedia.org/wiki/Clara_del_Carmen_Guill%C3%A9n,México,"Clara del Carmen Guillén Torres (Comitán de Domínguez, 12 de agosto de 1956) es una poeta, narradora, compositora de canciones infantiles, promotora cultural y docente mexicana. "
Claudia Hernández de Valle Arizpe,https://es.wikipedia.org/wiki/Claudia_Hern%C3%A1ndez_de_Valle_Arizpe,México,"Claudia Hernández de Valle Arizpe (Ciudad de México, 1963). Es una poeta y ensayista mexicana. Ha publicado doce libros de poesía y cinco de ensayo, tres de ellos en coautoría. Poemas suyos aparecen en antologías de México y del extranjero. Miembro del grupo El Comité."
Malú Huacuja del Toro,https://es.wikipedia.org/wiki/Mal%C3%BA_Huacuja_del_Toro#Novela,México,"Malú Huacuja del Toro (Ciudad de México, 25 de mayo de 1961) es una novelista, dramaturga y guionista mexicana."
Bárbara Jacobs,https://es.wikipedia.org/wiki/B%C3%A1rbara_Jacobs,México,"Bárbara Dian Jacobs Barquet (Ciudad de México, 19 de octubre de 1947) es una escritora, poetisa, ensayista, traductora y articulista mexicana. Su primera novela, Las hojas muertas (1987), que ganó el Premio Xavier Villaurrutia y fue traducida a varios idiomas."
Ana Lau Jaiven,https://es.wikipedia.org/wiki/Ana_Lau_Jaiven,México,"Ana Lau Jaiven (México, 1948) es una feminista, académica e investigadora de la Universidad Autónoma Metropolitana-Unidad Xochimilco. Comenzó estudios e investigaciones de los movimientos feministas mexicanos en 1980; ha investigado sobre las mujeres en la Revolución Mexicana, los movimientos y grupos de mujeres a lo largo de la historia de México del siglo XX."
Gabriela Jáuregui,https://es.wikipedia.org/wiki/Gabriela_J%C3%A1uregui,México,"Gabriela Jáuregui (Ciudad de México, 1979) es una escritora, poeta y crítica literaria mexicana."
Miraceti Jiménez,https://es.wikipedia.org/wiki/Miraceti_Jim%C3%A9nez,México,"Irma Miraceti Del Carmen Jiménez Ugalde (Ciudad de México, 1962) conocida como Miraceti Jiménez es una escritora, poeta y editora poblana. Ha colaborado en diversas antologías, suplementos literarios y revistas como autora y editora. "
Laia Jufresa,https://es.wikipedia.org/wiki/Laia_Jufresa,México,"Laia Jufresa (1983, Ciudad de México) es una escritora mexicana."
Anna Kullick Lackner,https://es.wikipedia.org/wiki/Anna_Kullick_Lackner,México,"Anna Kullick Lackner (Monterrey, 1960) es una poeta, editora y traductora mexicana."
Norma Lazo,https://es.wikipedia.org/wiki/Norma_Lazo,México,"Norma Lazo (Veracruz, 1966) es una narradora, ensayista, cronista, guionista y editora mexicana.  Aunque es mayormente conocida por su trabajo como ensayista en el que ha tratado temas cercanos a la violencia y el horror, también destaca en la historia de la literatura nacional como fundadora de la revista Complot. Es premio  Nacional de Cuento Juan José Arreola."
Mónica Lavín,https://es.wikipedia.org/wiki/M%C3%B3nica_Lav%C3%ADn#Obras,México,"Mónica Lavín Maroto (1955, Ciudad de México, México), conocida como Mónica Lavín, es una bióloga, escritora y periodista mexicana, autora de libros de cuentos, novelas y ensayos."
Leonor Azcárate,https://es.wikipedia.org/wiki/Leonor_Azc%C3%A1rate,México,"Leonor Azcárate Barón (Ciudad de México, 9 de febrero de 1955) es una dramaturga, periodista y guionista mexicana."
Valeria List,https://es.wikipedia.org/wiki/Valeria_List,México,"Valeria List (Puebla, 1990) es una poeta, traductora y editora mexicana, ganadora del Premio Poesía Joven UNAM 2019."
Guadalupe Lizárraga,https://es.wikipedia.org/wiki/Guadalupe_Liz%C3%A1rraga,México,"María Guadalupe Lizárraga Hernández (Mexicali, 1965) es una escritora y periodista independiente, fundadora del medio digital estadounidense Los Ángeles Press. Sus trabajos como analista de género y temas de justicia social se han difundido en medios de España, México, Francia y Estados Unidos."
Anaí López,https://es.wikipedia.org/wiki/Ana%C3%AD_L%C3%B3pez,México,"Anaí López es una escritora, cineasta y guionista mexicana reconocida por el libro Quiéreme cinco minutos, novela no autobiográfica dirigida a adolescentes y jóvenes adultos, que narra los conflictos emocionales y sociales de Elena Balboa en la secundaria y en la preparatoria."
Nadia López García,https://es.wikipedia.org/wiki/Nadia_L%C3%B3pez_Garc%C3%ADa#Libros,México,"Nadia López García (Tlaxiaco, Oaxaca, 1992), también conocida como Nadia Ñuu Savi, es una pedagoga, tallerista, promotora cultural y poeta mexicana bilingüe que escribe en tu’un savi y español."
Tedi López Mills,https://es.wikipedia.org/wiki/Tedi_L%C3%B3pez_Mills,México,"Tedi López Mills (1959, Ciudad de México) es una poeta, traductora y escritora mexicana, ganadora de diversos premios internacionales entre ellos el Premio Xavier Villaurrutia."
Sandra Lorenzano,https://es.wikipedia.org/wiki/Sandra_Lorenzano,México,"Sandra Silvina Lorenzano Schifrin (Buenos Aires, Argentina, 1960) es una narradora, poeta y ensayista argentina-mexicana. Doctora en Letras por la UNAM, se desempeña como Directora de Cultura y Comunicación de la Coordinación para la Igualdad de Género de la UNAM y como Coordinadora del Proyecto «Cultura y migración» (UNAM-UNESCO-Universidad Autónoma de Madrid)."
Lucía Rivadeneyra,https://es.wikipedia.org/wiki/Luc%C3%ADa_Rivadeneyra,México,"Lucía Rivadeneyra (Morelia, Michoacán, 26 de agosto de 1957) es una poeta, periodista, profesora y comunicadora mexicana."
Valeria Luiselli,https://es.wikipedia.org/wiki/Valeria_Luiselli,México,"Valeria Luiselli (Ciudad de México, 16 de agosto de 1983) es una escritora y ensayista mexicana. Es autora de los libros de ensayos Papeles Falsos (Sexto Piso, 2010)  y Los niños perdidos (Sexto Piso, 2016) y de las novelas Los ingrávidos (Sexto Piso, 2011) La historia de mis dientes (Sexto Piso, 2013) y Desierto sonoro (Sexto Piso, 2019)."
Lydiette Carrión,https://es.wikipedia.org/wiki/Lydiette_Carri%C3%B3n#Obras,México,"Lydiette Carrión Rivera  (Veracruz, México) es una periodista independiente y escritora mexicana. Sus investigaciones retratan la violencia en contra de las mujeres en México. Es autora del libro La Fosa de Agua, investigación que documenta casos de feminicidios en los municipios de Tecámac y Ecatepec en el Estado de México."
Elva Macías,https://es.wikipedia.org/wiki/Elva_Mac%C3%ADas,México,"Elva Macías Grajales (Villaflores, Chiapas, 10 de enero de 1944) es una poeta, escritora y ensayista mexicana."
Lourdes Macluf,https://es.wikipedia.org/wiki/Lourdes_Macluf,México,"Lourdes Macluf (Ciudad de México, 1949) es una periodista y escritora mexicana. Su novela Si hubiera mar… fue ganadora del Premio Nacional de Novela José Rubén Romero en 2004."
Velia Marmolejo Fat,https://es.wikipedia.org/wiki/Velia_Marmolejo_Fat,México,"Velia Marmolejo Fat, seudónimo de Velia Fat Marmolejo (El Oro, México, 31 de octubre de 1917 - ibidem, 27 de abril de 2010), fue una escritora mexicana que destacó por sus cuentos dramáticos."
Blanca Mart,https://es.wikipedia.org/wiki/Blanca_Mart%C3%ADnez_Fern%C3%A1ndez,México,"Blanca Mart (Santa Coloma de Gramanet, 1945), nacida Blanca Martínez Fernández es una escritora española de ciencia ficción que residió durante años en México y allí publicó la mayor parte de su obra. Desde hace pocos años vive en Cataluña."
Ángeles Mastretta,https://es.wikipedia.org/wiki/%C3%81ngeles_Mastretta,México,"Ángeles Mastretta (Puebla, 9 de octubre de 1949) es una escritora y periodista mexicana, conocida por crear personajes femeninos sugerentes y ficciones que reflejan las realidades sociales y políticas de México."
Yolanda Matías,https://es.wikipedia.org/wiki/Yolanda_Mat%C3%ADas,México,"Yolanda Matías García (n. Atliaca, Tixtla de Guerrero) es una poeta mexicana en lengua náhuatl. Entre sus libros destacan los poemarios en náhuatl y español: Xochitlajtol ika moyojlo (Palabra florida para tu corazón) y Tonalxochimej (Los días del sol). "
Fernanda Melchor,https://es.wikipedia.org/wiki/Fernanda_Melchor,México,"Fernanda Melchor (Boca del Río, 1982) es una escritora y traductora mexicana, conocida sobre todo por su novela Temporada de huracanes."
María Antonieta Mendívil,https://es.wikipedia.org/wiki/Mar%C3%ADa_Antonieta_Mend%C3%ADvil,México,"María Antonieta Mendívil (Cajeme, 1 de enero de 1971) es una poeta, narradora y ensayista mexicana. Ha sido articulista y editora de diversos medios impresos y digitales. Es una de las fundadoras del proyecto autogestivo A Muchas Voces, que impulsa narrativas desde las maternidades. "
Clyo Mendoza,https://es.wikipedia.org/wiki/Clyo_Mendoza,México,"Clyo Huitzilin Mendoza Herrera (Oaxaca, 16 de marzo de 1993) es una escritora y poeta mexicana. Fue galardonada con el Certamen Internacional de Literatura Sor Juana Inés de la Cruz por su libro Silencio en 2018."
Beatriz Meyer,https://es.wikipedia.org/wiki/Beatriz_Meyer,México,"Beatriz Meyer (Ciudad de México, 12 de julio) es una escritora mexicana cuya obra busca deliberadamente representar y dar voz a la mujer."
Silvia Molina,https://es.wikipedia.org/wiki/Silvia_Molina#Obras,México,"Silvia Molina (Ciudad de México, 11 de octubre de 1946) es narradora, ensayista y editora. Realizó estudios en la Escuela Nacional de Antropología e Historia y la Licenciatura en Letras Hispánicas en la Universidad Nacional Autónoma de México."
Ana Francis Mor,https://es.wikipedia.org/wiki/Ana_Francis_Mor#Publicaciones,México,"Ana Francis Mor es una actriz, cabaretera, escritora, directora y activista mexicana."
Angelina Muñiz-Huberman,https://es.wikipedia.org/wiki/Angelina_Mu%C3%B1iz-Huberman,México,"Angelina Muñiz-Huberman (29 de diciembre, 1936–) es una escritora y poeta mexicana."
Verónica Murguía,https://es.wikipedia.org/wiki/Ver%C3%B3nica_Murgu%C3%ADa,México,"Verónica Murguía (Ciudad de México, 1960) es una escritora mexicana. Estudió historia en la Universidad Nacional Autónoma de México (UNAM). Obtuvo en 1990 el Premio Juan de la Cabada para escritores de literatura infantil y juvenil."
Thelma Nava,https://es.wikipedia.org/wiki/Thelma_Nava,México,"Thelma Nava (Ciudad de México, 25 de noviembre de 1932-Castlegar, Columbia Británica, Canadá, 17 de agosto de 2019) fue una poeta mexicana."
Queta Navagómez,https://es.wikipedia.org/wiki/Queta_Navag%C3%B3mez,México,"Enriqueta Nava Gómez, más conocida como Queta Navagómez (Bellavista, Nayarit; enero de 1954), es una escritora y poeta mexicana cuya producción literaria ha sido reconocida con varios premios a nivel nacional, entre ellos fue galardonada con el Premio Nacional de Novela José Rubén Romero en 2008 por El tigre del Nayar, novela basada en la vida y obra de Manuel Lozada."
Brenda Navarro,https://es.wikipedia.org/wiki/Brenda_Navarro,México,"Brenda Navarro (Ciudad de México, 26 de febrero, 1982) es una escritora, socióloga y economista mexicana mejor conocida por sus novelas Casas vacías y Ceniza en la boca. "
Mónica Nepote,https://es.wikipedia.org/wiki/M%C3%B3nica_Nepote,México,"Mónica Nepote (Guadalajara, Jalisco, 25 de junio de 1970) es una escritora, editora y gestora mexicana. Coordina el proyecto de E-Literatura del Centro de Cultura Digital desde 2015."
Guadalupe Nettel,https://es.wikipedia.org/wiki/Guadalupe_Nettel,México,"Guadalupe Nettel (Ciudad de México, 27 de mayo de 1973) es una escritora mexicana, ganadora del premio de Narrativa Breve Ribera del Duero con el libro de cuentos El matrimonio de los peces rojos (2013) y del Premio Herralde de novela con Después del invierno (2014)."
Nirvana Paz,https://es.wikipedia.org/wiki/Nirvana_Paz,México,"Nirvana Paz o María Nirvana Paz Cortés (Ciudad de México, 1976) es artista visual multidisciplinaria: fotógrafa, escritora, cinematógrafa, poeta y docente. Ha tenido exposiciones tanto individuales como colectivas en México y alrededor del mundo; ha publicado diversos libros en los que explora temáticas sobre la ciudad, el cuerpo, el autorretrato y el paisaje, entre otros."
Keila Ochoa Harris,https://es.wikipedia.org/wiki/Keila_Ochoa_Harris,México,"Keila Ochoa Harris es una escritora y novelista mexicana cuyos libros abordan múltiples aspectos de la cultura y la historia mexicana, desde un punto de vista de la fe cristiana. Sus libros se han llegado a difundir en México, Lationamérica y España."
Margarita Oropeza,https://es.wikipedia.org/wiki/Margarita_Oropeza,México,"Margarita Oropeza (Santa Ana, Sonora, 10 de junio de 1947 - Hermosillo, 10 de septiembre de 2019) fue una periodista y escritora mexicana."
Susana Pagano,https://es.wikipedia.org/wiki/Susana_Pagano,México,"Susana Pagano (n. Ciudad de México, 27 de enero de 1968) es una escritora mexicana cuya novela Y si yo fuera Susana San Juanfue galardonada con el Premio Nacional de Novela José Rubén Romero (1995)."
Mariana Palova,https://es.wikipedia.org/wiki/Mariana_Palova#Novela,México,"Mariana Palova (Jalisco, 30 de junio de 1990) es una artista visual y escritora mexicana."
Mirtha Luz Pérez,https://es.wikipedia.org/wiki/Mirtha_Luz_P%C3%A9rez,México,"Mirtha Luz Pérez Robledo (Frontera Comalapa, 13 de julio de 1960) es poeta, narradora y docente de educación primaria. Ha sido galardonada con distintos premios nacionales y estatales."
Aline Pettersson,https://es.wikipedia.org/wiki/Aline_Pettersson,México,"Aline Pettersson es una escritora, narradora y poeta mexicana con raíces suecas, nacida el 11 de mayo de 1938 en la Ciudad de México, México. Ha colaborado en distintas publicaciones como periódicos, revistas y libros. A su vez, ha sido galardonada con algunos premios, entre ellos el Premio Gabriela Mistral de 1998."
